frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
86,6,"(1129.8135087616615, 1146.6132428615426, 1716.1832891095146, 1601.661638462285)","(1301.3129022771661, 1397.0488142533736, 1524.7687710848722, 1507.5791154341264)",0,0,0
87,6,"(1128.4302344919322, 1148.5637779019144, 1715.6713723430812, 1604.4012500880274)","(1300.666376287287, 1399.6907792524858, 1523.9735995205965, 1510.3216719193892)",0,0,0
88,6,"(1127.046960222203, 1150.514312942286, 1715.159455576648, 1607.1408617137697)","(1300.0198502974076, 1402.3327442515981, 1523.178427956321, 1513.0642284046519)",0,0,0
89,6,"(1125.6636859524738, 1152.464847982658, 1714.6475388102147, 1609.880473339512)","(1299.3733243075285, 1404.9747092507102, 1522.3832563920455, 1515.8067848899148)",0,0,0
90,6,"(1124.2804116827447, 1154.4153830230298, 1714.1356220437813, 1612.6200849652544)","(1298.7267983176491, 1407.6166742498224, 1521.58808482777, 1518.5493413751776)",0,0,0
91,6,"(1122.8971374130153, 1156.3659180634015, 1713.623705277348, 1615.3596965909967)","(1298.08027232777, 1410.2586392489347, 1520.7929132634943, 1521.2918978604403)",0,0,0
92,6,"(1121.5138631432862, 1158.3164531037735, 1713.1117885109147, 1618.099308216739)","(1297.4337463378906, 1412.9006042480469, 1519.9977416992188, 1524.0344543457031)",0,0,0
93,6,"(1120.1305888735571, 1160.2669881441452, 1712.5998717444813, 1620.8389198424813)","(1296.7872203480113, 1415.542569247159, 1519.2025701349432, 1526.777010830966)",0,0,0
94,6,"(1118.7473146038278, 1162.217523184517, 1712.0879549780482, 1623.5785314682237)","(1296.1406943581321, 1418.1845342462714, 1518.4073985706675, 1529.5195673162286)",0,0,0
95,6,"(1117.3640403340987, 1164.168058224889, 1711.5760382116148, 1626.3181430939662)","(1295.4941683682528, 1420.8264992453835, 1517.612227006392, 1532.2621238014915)",0,0,0
96,6,"(1115.9807660643694, 1166.1185932652606, 1711.0641214451814, 1629.0577547197086)","(1294.8476423783736, 1423.4684642444956, 1516.8170554421165, 1535.0046802867544)",0,0,0
97,6,"(1114.5974917946403, 1168.0691283056324, 1710.5522046787482, 1631.7973663454509)","(1294.2011163884943, 1426.110429243608, 1516.021883877841, 1537.747236772017)",0,0,0
98,6,"(1113.214217524911, 1170.0196633460043, 1710.0402879123149, 1634.5369779711932)","(1293.5545903986151, 1428.7523942427201, 1515.2267123135653, 1540.4897932572799)",0,0,0
99,6,"(1111.8309432551819, 1171.970198386376, 1709.5283711458817, 1637.2765895969355)","(1292.9080644087358, 1431.3943592418325, 1514.4315407492898, 1543.2323497425425)",0,0,0
100,6,"(1110.4476689854525, 1173.9207334267478, 1709.0164543794483, 1640.0162012226779)","(1292.2615384188566, 1434.0363242409446, 1513.6363691850142, 1545.9749062278054)",0,0,0
101,6,"(1109.0643947157234, 1175.8712684671198, 1708.504537613015, 1642.7558128484202)","(1291.6150124289773, 1436.6782892400568, 1512.8411976207387, 1548.7174627130682)",0,0,0
102,6,"(1107.681120445994, 1177.8218035074915, 1707.9926208465818, 1645.4954244741625)","(1290.9684864390981, 1439.3202542391691, 1512.046026056463, 1551.4600191983309)",0,0,0
103,6,"(1106.297846176265, 1179.7723385478635, 1707.4807040801484, 1648.2350360999048)","(1290.3219604492188, 1441.9622192382812, 1511.2508544921875, 1554.2025756835938)",0,0,0
104,6,"(1104.914571906536, 1181.7228735882352, 1706.968787313715, 1650.9746477256474)","(1289.6754344593394, 1444.6041842373934, 1510.455682927912, 1556.9451321688566)",0,0,0
105,6,"(1103.5312976368066, 1183.673408628607, 1706.4568705472818, 1653.7142593513897)","(1289.0289084694602, 1447.2461492365057, 1509.6605113636363, 1559.6876886541193)",0,0,0
106,6,"(1102.1480233670775, 1185.6239436689789, 1705.9449537808484, 1656.453870977132)","(1288.3823824795809, 1449.8881142356179, 1508.8653397993608, 1562.4302451393821)",0,0,0
107,6,"(1100.7647490973482, 1187.5744787093506, 1705.433037014415, 1659.1934826028744)","(1287.7358564897017, 1452.53007923473, 1508.0701682350852, 1565.172801624645)",0,0,0
108,6,"(1099.381474827619, 1189.5250137497223, 1704.921120247982, 1661.9330942286167)","(1287.0893304998224, 1455.1720442338424, 1507.2749966708097, 1567.9153581099076)",0,0,0
109,6,"(1097.9982005578897, 1191.4755487900943, 1704.4092034815485, 1664.672705854359)","(1286.4428045099432, 1457.8140092329545, 1506.479825106534, 1570.6579145951705)",0,0,0
110,6,"(1096.6149262881606, 1193.426083830466, 1703.8972867151153, 1667.4123174801014)","(1285.7962785200639, 1460.4559742320669, 1505.6846535422585, 1573.4004710804331)",0,0,0
111,6,"(1095.2316520184313, 1195.3766188708378, 1703.385369948682, 1670.1519291058437)","(1285.1497525301847, 1463.097939231179, 1504.889481977983, 1576.143027565696)",0,0,0
112,6,"(1093.8483777487022, 1197.3271539112097, 1702.8734531822486, 1672.8915407315862)","(1284.5032265403054, 1465.7399042302911, 1504.0943104137075, 1578.8855840509589)",0,0,0
113,6,"(1092.4651034789729, 1199.2776889515815, 1702.3615364158154, 1675.6311523573286)","(1283.8567005504262, 1468.3818692294035, 1503.2991388494318, 1581.6281405362215)",0,0,0
114,6,"(1091.0818292092438, 1201.2282239919532, 1701.849619649382, 1678.370763983071)","(1283.2101745605469, 1471.0238342285156, 1502.5039672851562, 1584.3706970214844)",0,0,0
115,6,"(1089.6985549395147, 1203.1787590323252, 1701.3377028829486, 1681.1103756088132)","(1282.5636485706675, 1473.6657992276278, 1501.7087957208807, 1587.1132535067472)",0,0,0
116,6,"(1088.3152806697854, 1205.129294072697, 1700.8257861165155, 1683.8499872345556)","(1281.9171225807884, 1476.3077642267401, 1500.913624156605, 1589.8558099920099)",0,0,0
117,6,"(1086.9320064000563, 1207.0798291130686, 1700.313869350082, 1686.5895988602979)","(1281.270596590909, 1478.9497292258523, 1500.1184525923295, 1592.5983664772727)",0,0,0
118,6,"(1085.548732130327, 1209.0303641534406, 1699.8019525836487, 1689.3292104860402)","(1280.6240706010299, 1481.5916942249644, 1499.323281028054, 1595.3409229625356)",0,0,0
119,6,"(1084.1654578605978, 1210.9808991938123, 1699.2900358172155, 1692.0688221117825)","(1279.9775446111505, 1484.2336592240767, 1498.5281094637785, 1598.0834794477983)",0,0,0
120,6,"(1082.7821835908685, 1212.931434234184, 1698.7781190507822, 1694.8084337375249)","(1279.3310186212714, 1486.8756242231889, 1497.7329378995028, 1600.8260359330611)",0,0,0
121,6,"(1081.3989093211394, 1214.881969274556, 1698.266202284349, 1697.5480453632672)","(1278.684492631392, 1489.517589222301, 1496.9377663352273, 1603.568592418324)",0,0,0
122,6,"(1080.01563505141, 1216.8325043149277, 1697.7542855179156, 1700.2876569890097)","(1278.0379666415129, 1492.1595542214134, 1496.1425947709517, 1606.3111489035866)",0,0,0
123,6,"(1078.632360781681, 1218.7830393552995, 1697.2423687514822, 1703.027268614752)","(1277.3914406516335, 1494.8015192205255, 1495.3474232066762, 1609.0537053888495)",0,0,0
124,6,"(1077.2490865119516, 1220.7335743956714, 1696.730451985049, 1705.7668802404944)","(1276.7449146617544, 1497.4434842196379, 1494.5522516424005, 1611.7962618741121)",0,0,0
125,6,"(1075.8658122422225, 1222.6841094360432, 1696.2185352186157, 1708.5064918662367)","(1276.098388671875, 1500.08544921875, 1493.757080078125, 1614.538818359375)",0.2670075297355652,GX15OGJ,0.3964706024115386
126,6,"(1077.762497518708, 1227.5114558753478, 1695.933932605417, 1712.407380216029)","(1270.7794189453125, 1510.8544921875, 1506.8529052734375, 1622.55908203125)",0.3474404513835907,GX15OGJ,0.30621693737930317
127,6,"(1078.6816405267657, 1229.4091392850698, 1694.8052425887151, 1713.5868332937196)","(1270.910888671875, 1510.8603515625, 1506.657470703125, 1622.4927978515625)",0.3478776812553406,GX15OGJ,0.30621693737930317
128,6,"(1078.4376318393356, 1231.5412316009892, 1695.9231542905009, 1715.7540058267614)","(1269.0628662109375, 1501.720458984375, 1465.3262939453125, 1617.7529296875)",0.33445197343826294,GX15OGJ,0.12188589842045117
129,6,"(1077.6211454459012, 1233.5591299051255, 1696.078990904244, 1718.8622898582291)","(1265.1932739257813, 1504.7193359375, 1465.4741088867188, 1620.944189453125)",0,0,0
130,6,"(1076.8046590524666, 1235.5770282092617, 1696.234827517987, 1721.970573889697)","(1261.323681640625, 1507.718212890625, 1465.621923828125, 1624.13544921875)",0,0,0
131,6,"(1075.9881726590322, 1237.594926513398, 1696.3906641317303, 1725.0788579211649)","(1257.4540893554688, 1510.71708984375, 1465.7697387695312, 1627.326708984375)",0,0,0
132,6,"(1075.1716862655976, 1239.6128248175341, 1696.5465007454734, 1728.1871419526326)","(1253.5844970703124, 1513.715966796875, 1465.9175537109375, 1630.51796875)",0,0,0
133,6,"(1074.3551998721632, 1241.6307231216701, 1696.7023373592165, 1731.2954259841003)","(1249.7149047851562, 1516.71484375, 1466.0653686523438, 1633.709228515625)",0,0,0
134,6,"(1073.5387134787288, 1243.6486214258064, 1696.8581739729595, 1734.4037100155683)","(1245.8453125, 1519.713720703125, 1466.21318359375, 1636.90048828125)",0,0,0
135,6,"(1072.7222270852942, 1245.6665197299426, 1697.0140105867026, 1737.511994047036)","(1241.9757202148437, 1522.71259765625, 1466.3609985351563, 1640.091748046875)",0,0,0
136,6,"(1071.9057406918598, 1247.6844180340788, 1697.169847200446, 1740.6202780785038)","(1238.1061279296875, 1525.711474609375, 1466.5088134765624, 1643.2830078125)",0,0,0
137,6,"(1071.0892542984252, 1249.702316338215, 1697.325683814189, 1743.7285621099718)","(1234.2365356445312, 1528.7103515625, 1466.6566284179687, 1646.474267578125)",0,0,0
138,6,"(1070.2727679049908, 1251.7202146423513, 1697.481520427932, 1746.8368461414395)","(1230.366943359375, 1531.709228515625, 1466.804443359375, 1649.66552734375)",0.35832661390304565,GX15OGJ,0.5530175414947481
139,6,"(1069.9592542940338, 1252.1012549729705, 1696.9654367545265, 1748.6893035613027)","(1230.3251953125, 1531.5146484375, 1466.6663818359375, 1649.68798828125)",0.3583131432533264,GX15OGJ,0.5530175414947481
140,6,"(1063.8126635406547, 1255.5071284704572, 1690.3122251751993, 1752.088342599745)","(1236.573974609375, 1540.154052734375, 1468.990234375, 1648.183349609375)",0.372048556804657,GX15OCJ,0.5994403022502032
141,6,"(1061.2548539641084, 1257.318650333104, 1688.2350119633638, 1754.311414489005)","(1243.1012268066406, 1541.4329223632812, 1467.9274597167969, 1652.91357421875)",0,0,0
142,6,"(1058.6970443875623, 1259.1301721957507, 1686.1577987515286, 1756.5344863782652)","(1249.6284790039062, 1542.7117919921875, 1466.8646850585938, 1657.643798828125)",0,0,0
143,6,"(1056.1392348110162, 1260.9416940583976, 1684.0805855396934, 1758.7575582675256)","(1256.1557312011719, 1543.9906616210938, 1465.8019104003906, 1662.3740234375)",0,0,0
144,6,"(1053.5814252344699, 1262.7532159210443, 1682.003372327858, 1760.9806301567858)","(1262.6829833984375, 1545.26953125, 1464.7391357421875, 1667.104248046875)",0.33017978072166443,GX15OGJ,0.35055978341531613
145,6,"(1052.4005064060136, 1262.994578474297, 1681.9752902614193, 1762.7651678154036)","(1262.735107421875, 1545.28173828125, 1464.72021484375, 1667.205810546875)",0.33034902811050415,GX15OGJ,0.35055978341531613
146,6,"(1051.511663630079, 1265.123966278872, 1682.8173376922439, 1765.88873874998)","(1259.315890842014, 1547.7993706597222, 1464.5664605034722, 1670.138400607639)",0,0,0
147,6,"(1050.6228208541445, 1267.2533540834472, 1683.6593851230684, 1769.012309684556)","(1255.8966742621528, 1550.3170030381943, 1464.4127061631943, 1673.0709906684028)",0,0,0
148,6,"(1049.7339780782097, 1269.3827418880223, 1684.501432553893, 1772.1358806191322)","(1252.4774576822917, 1552.8346354166667, 1464.2589518229167, 1676.0035807291667)",0,0,0
149,6,"(1048.8451353022751, 1271.5121296925975, 1685.3434799847175, 1775.2594515537085)","(1249.0582411024307, 1555.352267795139, 1464.105197482639, 1678.9361707899307)",0,0,0
150,6,"(1047.9562925263406, 1273.6415174971723, 1686.1855274155423, 1778.3830224882845)","(1245.6390245225693, 1557.869900173611, 1463.951443142361, 1681.8687608506943)",0,0,0
151,6,"(1047.067449750406, 1275.7709053017475, 1687.0275748463669, 1781.5065934228608)","(1242.2198079427083, 1560.3875325520833, 1463.7976888020833, 1684.8013509114583)",0,0,0
152,6,"(1046.1786069744712, 1277.9002931063226, 1687.8696222771914, 1784.630164357437)","(1238.8005913628472, 1562.9051649305557, 1463.6439344618057, 1687.7339409722222)",0,0,0
153,6,"(1045.2897641985367, 1280.0296809108977, 1688.711669708016, 1787.753735292013)","(1235.381374782986, 1565.4227973090278, 1463.4901801215278, 1690.666531032986)",0,0,0
154,6,"(1044.400921422602, 1282.1590687154728, 1689.5537171388405, 1790.8773062265893)","(1231.962158203125, 1567.9404296875, 1463.33642578125, 1693.59912109375)",0.4058707356452942,GX15OGJ,0.3494209825780302
155,6,"(1042.109519232977, 1284.4283796689924, 1688.2154434547538, 1794.7368560739048)","(1228.752001953125, 1574.12392578125, 1458.545751953125, 1698.17421875)",0,0,0
156,6,"(1039.8181170433515, 1286.6976906225123, 1686.877169770667, 1798.5964059212204)","(1225.541845703125, 1580.307421875, 1453.755078125, 1702.74931640625)",0,0,0
157,6,"(1037.5267148537264, 1288.9670015760319, 1685.53889608658, 1802.4559557685357)","(1222.331689453125, 1586.49091796875, 1448.964404296875, 1707.3244140625)",0,0,0
158,6,"(1035.235312664101, 1291.2363125295517, 1684.2006224024933, 1806.3155056158512)","(1219.121533203125, 1592.6744140625, 1444.17373046875, 1711.89951171875)",0,0,0
159,6,"(1032.9439104744758, 1293.5056234830713, 1682.8623487184066, 1810.1750554631667)","(1215.911376953125, 1598.85791015625, 1439.383056640625, 1716.474609375)",0.3308442533016205,GX15OGJ,0.2940879746282728
160,6,"(1028.7356640577523, 1295.8175407238828, 1681.781298685362, 1810.9117715852076)","(1228.072021484375, 1606.619873046875, 1460.593017578125, 1721.39404296875)",0.46090826392173767,GX15OGJ,0.15801328203958886
161,6,"(1026.4197577939517, 1299.1510332764287, 1681.8067436603164, 1815.3406851776601)","(1225.8921305338542, 1608.015604654948, 1455.9453938802083, 1723.7567545572917)",0,0,0
162,6,"(1024.1038515301511, 1302.4845258289745, 1681.8321886352712, 1819.7695987701127)","(1223.7122395833333, 1609.4113362630208, 1451.2977701822917, 1726.1194661458333)",0,0,0
163,6,"(1021.7879452663506, 1305.8180183815205, 1681.8576336102258, 1824.1985123625652)","(1221.5323486328125, 1610.8070678710938, 1446.650146484375, 1728.482177734375)",0,0,0
164,6,"(1019.47203900255, 1309.1515109340664, 1681.8830785851803, 1828.6274259550178)","(1219.3524576822917, 1612.2027994791667, 1442.0025227864583, 1730.8448893229167)",0,0,0
165,6,"(1017.1561327387494, 1312.4850034866122, 1681.908523560135, 1833.0563395474703)","(1217.1725667317708, 1613.5985310872395, 1437.3548990885417, 1733.2076009114583)",0,0,0
166,6,"(1014.8402264749488, 1315.8184960391582, 1681.9339685350897, 1837.4852531399229)","(1214.99267578125, 1614.9942626953125, 1432.707275390625, 1735.5703125)",0.4336296021938324,GX15OGJ,0.27669738357489027
167,6,"(1012.4713796723648, 1318.3366033331013, 1681.9452175770675, 1841.1540656825787)","(1215.4369140625, 1618.2248291015626, 1433.586572265625, 1737.2674072265625)",0,0,0
168,6,"(1010.1025328697808, 1320.8547106270446, 1681.9564666190456, 1844.8228782252345)","(1215.88115234375, 1621.4553955078125, 1434.465869140625, 1738.964501953125)",0,0,0
169,6,"(1007.7336860671969, 1323.3728179209877, 1681.9677156610235, 1848.4916907678903)","(1216.325390625, 1624.6859619140625, 1435.345166015625, 1740.6615966796876)",0,0,0
170,6,"(1005.3648392646129, 1325.890925214931, 1681.9789647030016, 1852.1605033105461)","(1216.76962890625, 1627.9165283203124, 1436.224462890625, 1742.35869140625)",0,0,0
171,6,"(1002.9959924620289, 1328.4090325088741, 1681.9902137449794, 1855.829315853202)","(1217.2138671875, 1631.1470947265625, 1437.103759765625, 1744.0557861328125)",0.4311506152153015,GX15OGJ,0.2866163182612418
172,6,"(1001.2155768049255, 1329.6365442491835, 1682.9526269140506, 1858.928363246172)","(1211.7367553710938, 1632.9371337890625, 1431.7046508789062, 1751.234619140625)",0,0,0
173,6,"(999.4351611478221, 1330.864055989493, 1683.915040083122, 1862.027410639142)","(1206.2596435546875, 1634.7271728515625, 1426.3055419921875, 1758.4134521484375)",0.28672927618026733,GX15OGJ,0.26848847927660424
174,6,"(998.6993023019475, 1332.71583745195, 1684.56145414651, 1865.1030183111156)","(1202.178487141927, 1637.0681762695312, 1430.1287638346355, 1762.5824584960938)",0,0,0
175,6,"(997.9634434560728, 1334.5676189144071, 1685.207868209898, 1868.1786259830892)","(1198.0973307291667, 1639.4091796875, 1433.9519856770833, 1766.75146484375)",0,0,0
176,6,"(997.2275846101982, 1336.4194003768641, 1685.8542822732861, 1871.2542336550628)","(1194.0161743164062, 1641.7501831054688, 1437.7752075195312, 1770.9204711914062)",0,0,0
177,6,"(996.4917257643234, 1338.2711818393211, 1686.500696336674, 1874.3298413270363)","(1189.9350179036458, 1644.0911865234375, 1441.5984293619792, 1775.0894775390625)",0,0,0
178,6,"(995.7558669184488, 1340.1229633017783, 1687.147110400062, 1877.4054489990099)","(1185.8538614908855, 1646.4321899414062, 1445.421651204427, 1779.2584838867188)",0,0,0
179,6,"(995.0200080725741, 1341.9747447642353, 1687.79352446345, 1880.4810566709834)","(1181.772705078125, 1648.773193359375, 1449.244873046875, 1783.427490234375)",0.465141624212265,GX15OGJ,0.23359088419765145
180,6,"(993.1553316805503, 1345.476159397321, 1687.6273882700723, 1884.155704654005)","(1182.6598103841145, 1653.733642578125, 1448.7772623697917, 1787.4095458984375)",0,0,0
181,6,"(991.2906552885265, 1348.9775740304067, 1687.4612520766946, 1887.8303526370264)","(1183.5469156901042, 1658.694091796875, 1448.3096516927083, 1791.3916015625)",0,0,0
182,6,"(989.4259788965028, 1352.4789886634926, 1687.2951158833166, 1891.5050006200477)","(1184.4340209960938, 1663.654541015625, 1447.842041015625, 1795.3736572265625)",0,0,0
183,6,"(987.5613025044789, 1355.9804032965783, 1687.128979689939, 1895.1796486030692)","(1185.3211263020833, 1668.614990234375, 1447.3744303385417, 1799.355712890625)",0,0,0
184,6,"(985.6966261124551, 1359.481817929664, 1686.9628434965612, 1898.8542965860906)","(1186.208231608073, 1673.575439453125, 1446.9068196614583, 1803.3377685546875)",0,0,0
185,6,"(983.8319497204313, 1362.9832325627497, 1686.7967073031834, 1902.5289445691121)","(1187.0953369140625, 1678.535888671875, 1446.439208984375, 1807.31982421875)",0.31545189023017883,GX15OGJ,0.2145802213587604
186,6,"(978.6093522805759, 1365.3872303821713, 1686.1367396709793, 1904.6014242918527)","(1179.849609375, 1685.1661376953125, 1433.9208984375, 1801.34765625)",0.4235815405845642,GX15OCJ,0.19125407505738115
187,6,"(975.7748898638839, 1366.271892465336, 1686.6441779272595, 1905.2424578613468)","(1179.91748046875, 1685.159912109375, 1433.9791259765625, 1801.3443603515625)",0.4253194034099579,GX15OCJ,0.19125407505738115
188,6,"(973.98328237125, 1368.9598989661085, 1685.7938735773607, 1910.1546162719983)","(1180.4116943359375, 1686.4534423828125, 1434.8304931640625, 1806.547998046875)",0,0,0
189,6,"(972.1916748786161, 1371.6479054668814, 1684.9435692274617, 1915.0667746826496)","(1180.905908203125, 1687.74697265625, 1435.6818603515626, 1811.7516357421875)",0,0,0
190,6,"(970.4000673859822, 1374.335911967654, 1684.093264877563, 1919.978933093301)","(1181.4001220703126, 1689.0405029296876, 1436.5332275390624, 1816.9552734375)",0,0,0
191,6,"(968.6084598933484, 1377.023918468427, 1683.2429605276639, 1924.8910915039523)","(1181.8943359375, 1690.334033203125, 1437.3845947265625, 1822.1589111328126)",0,0,0
192,6,"(966.8168524007144, 1379.7119249691996, 1682.392656177765, 1929.8032499146038)","(1182.3885498046875, 1691.6275634765625, 1438.2359619140625, 1827.362548828125)",0.4802638292312622,GX15OGJ,0.5566106390954829
193,6,"(966.2817247394103, 1380.9170816847773, 1682.0230675341693, 1932.6218020998344)","(1182.181884765625, 1691.4136962890625, 1438.35986328125, 1827.49658203125)",0.48091864585876465,GX15OGJ,0.5779300699951352
194,6,"(964.6579256033594, 1381.893663611627, 1681.6028178701997, 1936.052745562299)","(1182.5985107421875, 1703.493408203125, 1417.1866455078125, 1821.3037109375)",0.466257780790329,GX15OCJ,0.29470435364352404
195,6,"(964.630650052269, 1387.3330970696563, 1681.385703352397, 1942.509787313624)","(1181.8048095703125, 1643.8544921875, 1611.9583740234375, 1844.88623046875)",0.279024213552475,GX15OCJ,0.36159754383796283
196,6,"(963.5670640365774, 1390.6176140845498, 1680.807294575673, 1946.435377639666)","(1179.3581830193016, 1651.1986227596508, 1599.490478515625, 1848.0763083065258)",0,0,0
197,6,"(962.5034780208858, 1393.9021310994433, 1680.228885798949, 1950.3609679657081)","(1176.9115564682904, 1658.5427533318016, 1587.0225830078125, 1851.2663861443016)",0,0,0
198,6,"(961.4398920051943, 1397.1866481143368, 1679.6504770222252, 1954.28655829175)","(1174.4649299172795, 1665.8868839039521, 1574.5546875, 1854.4564639820771)",0,0,0
199,6,"(960.3763059895028, 1400.4711651292303, 1679.0720682455012, 1958.212148617792)","(1172.0183033662684, 1673.231014476103, 1562.0867919921875, 1857.646541819853)",0,0,0
200,6,"(959.3127199738112, 1403.7556821441237, 1678.4936594687772, 1962.1377389438342)","(1169.5716768152574, 1680.5751450482537, 1549.618896484375, 1860.8366196576287)",0,0,0
201,6,"(958.2491339581197, 1407.0401991590172, 1677.9152506920532, 1966.0633292698762)","(1167.1250502642463, 1687.9192756204045, 1537.1510009765625, 1864.0266974954045)",0,0,0
202,6,"(957.1855479424282, 1410.3247161739107, 1677.3368419153292, 1969.988919595918)","(1164.6784237132354, 1695.263406192555, 1524.68310546875, 1867.21677533318)",0,0,0
203,6,"(956.1219619267366, 1413.6092331888042, 1676.7584331386051, 1973.9145099219602)","(1162.2317971622242, 1702.6075367647059, 1512.2152099609375, 1870.4068531709559)",0,0,0
204,6,"(955.0583759110451, 1416.893750203698, 1676.1800243618814, 1977.8401002480023)","(1159.7851706112133, 1709.9516673368566, 1499.747314453125, 1873.5969310087316)",0,0,0
205,6,"(953.9947898953535, 1420.1782672185914, 1675.6016155851573, 1981.7656905740444)","(1157.3385440602021, 1717.2957979090074, 1487.2794189453125, 1876.7870088465074)",0,0,0
206,6,"(952.931203879662, 1423.4627842334849, 1675.0232068084333, 1985.6912809000862)","(1154.8919175091912, 1724.639928481158, 1474.8115234375, 1879.977086684283)",0,0,0
207,6,"(951.8676178639705, 1426.7473012483783, 1674.4447980317093, 1989.6168712261283)","(1152.44529095818, 1731.9840590533088, 1462.3436279296875, 1883.1671645220588)",0,0,0
208,6,"(950.8040318482789, 1430.0318182632718, 1673.8663892549853, 1993.5424615521704)","(1149.9986644071691, 1739.3281896254596, 1449.875732421875, 1886.3572423598346)",0,0,0
209,6,"(949.7404458325874, 1433.3163352781653, 1673.2879804782613, 1997.4680518782125)","(1147.552037856158, 1746.6723201976104, 1437.4078369140625, 1889.5473201976104)",0,0,0
210,6,"(948.6768598168959, 1436.6008522930588, 1672.7095717015375, 2001.3936422042543)","(1145.105411305147, 1754.016450769761, 1424.93994140625, 1892.737398035386)",0,0,0
211,6,"(947.6132738012043, 1439.8853693079523, 1672.1311629248135, 2005.3192325302964)","(1142.658784754136, 1761.3605813419117, 1412.4720458984375, 1895.9274758731617)",0,0,0
212,6,"(946.5496877855128, 1443.1698863228457, 1671.5527541480894, 2009.2448228563385)","(1140.212158203125, 1768.7047119140625, 1400.004150390625, 1899.1175537109375)",0.44533613324165344,GR15OGJ,0.39803209113875193
213,6,"(944.651990772509, 1446.5834291466786, 1670.2827953891006, 2014.2429112572952)","(1139.5437133789062, 1772.1704223632812, 1399.926953125, 1904.4097778320313)",0,0,0
214,6,"(942.7542937595052, 1449.9969719705111, 1669.0128366301117, 2019.240999658252)","(1138.8752685546874, 1775.6361328125, 1399.849755859375, 1909.702001953125)",0,0,0
215,6,"(940.8565967465015, 1453.410514794344, 1667.7428778711228, 2024.2390880592084)","(1138.2068237304688, 1779.1018432617188, 1399.77255859375, 1914.9942260742187)",0,0,0
216,6,"(938.9588997334977, 1456.8240576181768, 1666.472919112134, 2029.237176460165)","(1137.53837890625, 1782.5675537109375, 1399.695361328125, 1920.2864501953125)",0,0,0
217,6,"(937.0612027204938, 1460.2376004420094, 1665.202960353145, 2034.2352648611218)","(1136.8699340820312, 1786.0332641601562, 1399.6181640625, 1925.5786743164062)",0,0,0
218,6,"(935.1635057074901, 1463.6511432658422, 1663.933001594156, 2039.2333532620785)","(1136.2014892578125, 1789.498974609375, 1399.540966796875, 1930.8708984375)",0,0,0
219,6,"(933.2658086944864, 1467.064686089675, 1662.663042835167, 2044.2314416630352)","(1135.5330444335937, 1792.9646850585937, 1399.46376953125, 1936.1631225585938)",0,0,0
220,6,"(931.3681116814826, 1470.4782289135078, 1661.3930840761782, 2049.2295300639917)","(1134.864599609375, 1796.4303955078126, 1399.386572265625, 1941.4553466796874)",0,0,0
221,6,"(929.4704146684787, 1473.8917717373404, 1660.1231253171893, 2054.2276184649486)","(1134.1961547851563, 1799.8961059570313, 1399.309375, 1946.7475708007812)",0,0,0
222,6,"(927.572717655475, 1477.3053145611732, 1658.8531665582004, 2059.225706865905)","(1133.5277099609375, 1803.36181640625, 1399.232177734375, 1952.039794921875)",0.47043442726135254,GX15OGJ,0.5264152926677939
223,6,"(926.5343288268573, 1478.695895956327, 1657.4376133538026, 2061.075781094495)","(1133.341064453125, 1803.4515380859375, 1399.134765625, 1951.9932861328125)",0.4706858694553375,GX15OGJ,0.5595987282382259
224,6,"(923.0436793341466, 1482.829924526576, 1656.2442672351744, 2066.8372894598897)","(1136.0970458984375, 1810.1156311035156, 1402.249267578125, 1955.5380554199219)",0,0,0
225,6,"(919.5530298414361, 1486.9639530968252, 1655.0509211165463, 2072.5987978252842)","(1138.85302734375, 1816.7797241210938, 1405.36376953125, 1959.0828247070312)",0,0,0
226,6,"(916.0623803487256, 1491.0979816670742, 1653.857574997918, 2078.3603061906783)","(1141.6090087890625, 1823.4438171386719, 1408.478271484375, 1962.6275939941406)",0,0,0
227,6,"(912.5717308560149, 1495.2320102373233, 1652.6642288792898, 2084.121814556073)","(1144.364990234375, 1830.10791015625, 1411.5927734375, 1966.17236328125)",0.4738846719264984,GX15OGJ,0.7181155662310128
228,6,"(909.4087075852076, 1498.1125591499892, 1653.383833405946, 2087.7756719286294)","(1134.4630615234375, 1833.1114501953125, 1409.7580322265626, 1971.9138671875)",0,0,0
229,6,"(906.2456843144003, 1500.9931080626552, 1654.103437932602, 2091.429529301186)","(1124.5611328125, 1836.114990234375, 1407.923291015625, 1977.65537109375)",0,0,0
230,6,"(903.0826610435929, 1503.873656975321, 1654.8230424592582, 2095.0833866737426)","(1114.6592041015624, 1839.1185302734375, 1406.0885498046875, 1983.396875)",0,0,0
231,6,"(899.9196377727856, 1506.754205887987, 1655.5426469859142, 2098.737244046299)","(1104.757275390625, 1842.1220703125, 1404.25380859375, 1989.13837890625)",0,0,0
232,6,"(896.7566145019782, 1509.634754800653, 1656.2622515125704, 2102.3911014188557)","(1094.8553466796875, 1845.1256103515625, 1402.4190673828125, 1994.8798828125)",0.5053864121437073,GX15OGJ,0.5059937255333726
233,6,"(896.183245348408, 1513.2138108329013, 1655.9849464631895, 2104.8865562595297)","(1101.8716125488281, 1848.5394287109375, 1393.5618591308594, 1996.1562194824219)",0,0,0
